Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","1997","1997","tonnes","31254","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","1998","1998","tonnes","32500","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","1999","1999","tonnes","28600","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2000","2000","tonnes","24700","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2001","2001","tonnes","23900","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2002","2002","tonnes","23000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2003","2003","tonnes","27400","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2004","2004","tonnes","27500","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2005","2005","tonnes","28300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2006","2006","tonnes","28000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2007","2007","tonnes","29400","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2008","2008","tonnes","30000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2009","2009","tonnes","34300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2010","2010","tonnes","27165","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2011","2011","tonnes","26485","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2012","2012","tonnes","30100","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2013","2013","tonnes","29656","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2014","2014","tonnes","29837","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2015","2015","tonnes","30019","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2016","2016","tonnes","30200","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","221","Almonds, with shell","2017","2017","tonnes","30381","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1961","1961","tonnes","40","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1962","1962","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1963","1963","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1964","1964","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1965","1965","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1966","1966","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1967","1967","tonnes","30","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1968","1968","tonnes","27","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1973","1973","tonnes","0","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1981","1981","tonnes","25","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1982","1982","tonnes","26","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1983","1983","tonnes","25","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1984","1984","tonnes","20","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1985","1985","tonnes","20","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1986","1986","tonnes","25","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1987","1987","tonnes","25","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1988","1988","tonnes","26","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1989","1989","tonnes","28","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1990","1990","tonnes","30","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1991","1991","tonnes","40","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1992","1992","tonnes","50","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1993","1993","tonnes","52","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1994","1994","tonnes","55","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1995","1995","tonnes","65","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1996","1996","tonnes","83","","Official data"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1997","1997","tonnes","85","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1998","1998","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","1999","1999","tonnes","91","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2000","2000","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2001","2001","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2002","2002","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2003","2003","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2004","2004","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2005","2005","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2006","2006","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2007","2007","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2008","2008","tonnes","90","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2009","2009","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2010","2010","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2011","2011","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2012","2012","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2013","2013","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2014","2014","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2015","2015","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2016","2016","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","711","Anise, badian, fennel, coriander","2017","2017","tonnes","90","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1961","1961","tonnes","85000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1962","1962","tonnes","80000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1963","1963","tonnes","75000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1964","1964","tonnes","125000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1965","1965","tonnes","115080","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1966","1966","tonnes","104010","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1967","1967","tonnes","157021","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1968","1968","tonnes","162907","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1969","1969","tonnes","66547","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1970","1970","tonnes","74356","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1971","1971","tonnes","154483","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1972","1972","tonnes","220417","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1973","1973","tonnes","166177","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1974","1974","tonnes","144131","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1975","1975","tonnes","108000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1976","1976","tonnes","56000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1977","1977","tonnes","106000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1978","1978","tonnes","90000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1979","1979","tonnes","135000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1980","1980","tonnes","103000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1981","1981","tonnes","65000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1982","1982","tonnes","130000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1983","1983","tonnes","130000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1984","1984","tonnes","128000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1985","1985","tonnes","130000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1986","1986","tonnes","133000","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1987","1987","tonnes","197263","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1988","1988","tonnes","199198","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1989","1989","tonnes","197765","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1990","1990","tonnes","200000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1991","1991","tonnes","213864","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1992","1992","tonnes","145403","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1993","1993","tonnes","130000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1994","1994","tonnes","119692","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1995","1995","tonnes","150600","*","Unofficial figure"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1996","1996","tonnes","116769","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1997","1997","tonnes","142445","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1998","1998","tonnes","124200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","1999","1999","tonnes","138800","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2000","2000","tonnes","126700","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2001","2001","tonnes","112000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2002","2002","tonnes","150305","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2003","2003","tonnes","152000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2004","2004","tonnes","113300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2005","2005","tonnes","114800","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2006","2006","tonnes","121500","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2007","2007","tonnes","125200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2008","2008","tonnes","125200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2009","2009","tonnes","138100","","Official data"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2010","2010","tonnes","154429","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2011","2011","tonnes","135807","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2012","2012","tonnes","125714","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2013","2013","tonnes","126485","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2014","2014","tonnes","125807","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2015","2015","tonnes","125128","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2016","2016","tonnes","124449","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","515","Apples","2017","2017","tonnes","123770","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1961","1961","tonnes","6000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1962","1962","tonnes","4000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1963","1963","tonnes","5000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1964","1964","tonnes","12500","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1965","1965","tonnes","10600","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1966","1966","tonnes","10915","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1967","1967","tonnes","8120","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1968","1968","tonnes","24503","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1969","1969","tonnes","11511","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1970","1970","tonnes","12952","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1971","1971","tonnes","12761","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1972","1972","tonnes","18119","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1973","1973","tonnes","13500","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1974","1974","tonnes","10156","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1975","1975","tonnes","19000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1976","1976","tonnes","20000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1977","1977","tonnes","21500","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1978","1978","tonnes","22000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1979","1979","tonnes","23000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1980","1980","tonnes","23000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1981","1981","tonnes","15000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1982","1982","tonnes","25000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1983","1983","tonnes","28000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1984","1984","tonnes","29000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1985","1985","tonnes","30000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1986","1986","tonnes","32000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1987","1987","tonnes","34000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1988","1988","tonnes","36000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1989","1989","tonnes","40000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1990","1990","tonnes","44000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1991","1991","tonnes","48900","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1992","1992","tonnes","53000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1993","1993","tonnes","55000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1994","1994","tonnes","58000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1995","1995","tonnes","62000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1996","1996","tonnes","65517","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1997","1997","tonnes","53833","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1998","1998","tonnes","47700","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","1999","1999","tonnes","42900","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2000","2000","tonnes","20000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2001","2001","tonnes","19600","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2002","2002","tonnes","39300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2003","2003","tonnes","30800","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2004","2004","tonnes","28600","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2005","2005","tonnes","31800","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2006","2006","tonnes","29300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2007","2007","tonnes","32000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2008","2008","tonnes","32500","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2009","2009","tonnes","29000","","Official data"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2010","2010","tonnes","20972","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2011","2011","tonnes","15041","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2012","2012","tonnes","24920","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2013","2013","tonnes","24952","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2014","2014","tonnes","24689","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2015","2015","tonnes","24425","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2016","2016","tonnes","24162","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","526","Apricots","2017","2017","tonnes","23898","Im","FAO data based on imputation methodology"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1961","1961","tonnes","3200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1962","1962","tonnes","3200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1963","1963","tonnes","3200","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1964","1964","tonnes","3300","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1965","1965","tonnes","750","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1966","1966","tonnes","800","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1967","1967","tonnes","720","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1968","1968","tonnes","518","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1969","1969","tonnes","518","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1970","1970","tonnes","486","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1971","1971","tonnes","591","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1972","1972","tonnes","575","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1973","1973","tonnes","610","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1974","1974","tonnes","813","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1975","1975","tonnes","600","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1976","1976","tonnes","600","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1977","1977","tonnes","600","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1978","1978","tonnes","650","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1979","1979","tonnes","650","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1980","1980","tonnes","650","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1981","1981","tonnes","700","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1982","1982","tonnes","700","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1983","1983","tonnes","1000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1984","1984","tonnes","1300","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1985","1985","tonnes","1600","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1986","1986","tonnes","2000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1987","1987","tonnes","2500","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1988","1988","tonnes","3000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1989","1989","tonnes","3500","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1990","1990","tonnes","4000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1991","1991","tonnes","4458","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1992","1992","tonnes","4648","","Official data"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1993","1993","tonnes","4750","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1994","1994","tonnes","4800","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1995","1995","tonnes","5900","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1996","1996","tonnes","7900","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1997","1997","tonnes","3000","F","FAO estimate"
"QC","Crops","121","Lebanon","5510","Production","366","Artichokes","1998","1998","tonnes","1300","","Official data"
